Type,dept_id,dept_name,service_id,service_name,activity_id,activity_name,fund_id,fund_name,object_id,object_name,outcome_id,outcome_name,subobject_id,subobject_name,amount,FID
Expenditures,900,City Council  ,100,City Council,22,District 1,1001,General  ,4,Materials and Supplies,16,Responsible Stewardship of City Resources,402,Office Supplies,953,14
Expenditures,900,City Council  ,100,City Council,22,District 1,1001,General  ,5,"Equipment - $4,999 or less",16,Responsible Stewardship of City Resources,512,MOIT Hardware Replacement,1190,15
Expenditures,900,City Council  ,100,City Council,22,District 1,1001,General  ,5,"Equipment - $4,999 or less",16,Responsible Stewardship of City Resources,513,MOIT Software Maintenance,864,16
Expenditures,900,City Council  ,100,City Council,22,District 1,1001,General  ,7,"Grants, Subsidies and Contributions",16,Responsible Stewardship of City Resources,740,Workers' Comp - Direct,2540,17
Expenditures,900,City Council  ,100,City Council,23,District 2,1001,General  ,1,Salaries,16,Responsible Stewardship of City Resources,101,Permanent Full-time,249559,18
Expenditures,900,City Council  ,100,City Council,23,District 2,1001,General  ,1,Salaries,16,Responsible Stewardship of City Resources,104,Salary and Wage Differential,3128,19
Expenditures,900,City Council  ,100,City Council,23,District 2,1001,General  ,2,Other Personnel Costs,16,Responsible Stewardship of City Resources,201,Social Security-City Share (Regular),15473,20
Expenditures,900,City Council  ,100,City Council,23,District 2,1001,General  ,2,Other Personnel Costs,16,Responsible Stewardship of City Resources,202,Employees Retirement - City Share (Regular),30800,21
Expenditures,900,City Council  ,100,City Council,23,District 2,1001,General  ,2,Other Personnel Costs,16,Responsible Stewardship of City Resources,205,Medical and Hospital Insurance,12831,22
Expenditures,900,City Council  ,100,City Council,23,District 2,1001,General  ,2,Other Personnel Costs,16,Responsible Stewardship of City Resources,210,Medical Waiver,663,23
Expenditures,900,City Council  ,100,City Council,23,District 2,1001,General  ,2,Other Personnel Costs,16,Responsible Stewardship of City Resources,212,Prescription Drugs (Classified),1628,24
Expenditures,900,City Council  ,100,City Council,23,District 2,1001,General  ,2,Other Personnel Costs,16,Responsible Stewardship of City Resources,213,Vision Care (CUB),92,25
Expenditures,1900,Board of Elections  ,899,Fair Conduct of Elections,1,Operation of Elections,1001,General  ,1,Salaries,16,Responsible Stewardship of City Resources,102,Temporary,901145,26
Expenditures,900,City Council  ,100,City Council,31,District 10,1001,General  ,2,Other Personnel Costs,16,Responsible Stewardship of City Resources,213,Vision Care (CUB),138,27
Expenditures,900,City Council  ,100,City Council,23,District 2,1001,General  ,2,Other Personnel Costs,16,Responsible Stewardship of City Resources,231,FICA - Medicare Only,3728,28
Expenditures,900,City Council  ,100,City Council,23,District 2,1001,General  ,2,Other Personnel Costs,16,Responsible Stewardship of City Resources,233,Survivor Benefits,587,29
Expenditures,900,City Council  ,100,City Council,23,District 2,1001,General  ,2,Other Personnel Costs,16,Responsible Stewardship of City Resources,235,Dental,553,30
Expenditures,900,City Council  ,100,City Council,23,District 2,1001,General  ,3,Contractual Services,16,Responsible Stewardship of City Resources,301,Travel,531,31
Expenditures,900,City Council  ,100,City Council,23,District 2,1001,General  ,3,Contractual Services,16,Responsible Stewardship of City Resources,305,Municipal Telephone Exchange,766,32
Expenditures,900,City Council  ,100,City Council,23,District 2,1001,General  ,3,Contractual Services,16,Responsible Stewardship of City Resources,310,Municipal Post Office,261,33
Expenditures,900,City Council  ,100,City Council,23,District 2,1001,General  ,3,Contractual Services,16,Responsible Stewardship of City Resources,313,Rental of Real Property,4730,34
Expenditures,900,City Council  ,100,City Council,23,District 2,1001,General  ,3,Contractual Services,16,Responsible Stewardship of City Resources,325,Rental of Operating Equipment,1468,35
Expenditures,900,City Council  ,100,City Council,23,District 2,1001,General  ,3,Contractual Services,16,Responsible Stewardship of City Resources,326,Other Professional Services,1448,36
Expenditures,900,City Council  ,100,City Council,23,District 2,1001,General  ,3,Contractual Services,16,Responsible Stewardship of City Resources,333,Expense Account,2353,37
Expenditures,900,City Council  ,100,City Council,23,District 2,1001,General  ,3,Contractual Services,16,Responsible Stewardship of City Resources,341,Rental of Outside Motor Equipment,6304,38
Expenditures,900,City Council  ,100,City Council,23,District 2,1001,General  ,4,Materials and Supplies,16,Responsible Stewardship of City Resources,402,Office Supplies,1120,39
Expenditures,900,City Council  ,100,City Council,23,District 2,1001,General  ,5,"Equipment - $4,999 or less",16,Responsible Stewardship of City Resources,512,MOIT Hardware Replacement,1555,40
Expenditures,900,City Council  ,100,City Council,23,District 2,1001,General  ,5,"Equipment - $4,999 or less",16,Responsible Stewardship of City Resources,513,MOIT Software Maintenance,1164,41
Expenditures,900,City Council  ,100,City Council,23,District 2,1001,General  ,7,"Grants, Subsidies and Contributions",16,Responsible Stewardship of City Resources,740,Workers' Comp - Direct,3387,42
Expenditures,900,City Council  ,100,City Council,24,District 3,1001,General  ,1,Salaries,16,Responsible Stewardship of City Resources,101,Permanent Full-time,223812,43
Expenditures,900,City Council  ,100,City Council,24,District 3,1001,General  ,1,Salaries,16,Responsible Stewardship of City Resources,104,Salary and Wage Differential,27348,44
Expenditures,900,City Council  ,100,City Council,24,District 3,1001,General  ,2,Other Personnel Costs,16,Responsible Stewardship of City Resources,201,Social Security-City Share (Regular),13196,45
Expenditures,900,City Council  ,100,City Council,24,District 3,1001,General  ,2,Other Personnel Costs,16,Responsible Stewardship of City Resources,202,Employees Retirement - City Share (Regular),25516,46
Expenditures,900,City Council  ,100,City Council,24,District 3,1001,General  ,2,Other Personnel Costs,16,Responsible Stewardship of City Resources,205,Medical and Hospital Insurance,13096,47
Expenditures,900,City Council  ,100,City Council,24,District 3,1001,General  ,2,Other Personnel Costs,16,Responsible Stewardship of City Resources,207,Health Maintenance Organizations,12598,48
Expenditures,900,City Council  ,100,City Council,24,District 3,1001,General  ,2,Other Personnel Costs,16,Responsible Stewardship of City Resources,212,Prescription Drugs (Classified),3509,49
Expenditures,900,City Council  ,100,City Council,24,District 3,1001,General  ,2,Other Personnel Costs,16,Responsible Stewardship of City Resources,213,Vision Care (CUB),144,50
Expenditures,900,City Council  ,100,City Council,24,District 3,1001,General  ,2,Other Personnel Costs,16,Responsible Stewardship of City Resources,231,FICA - Medicare Only,3276,51
Expenditures,900,City Council  ,100,City Council,24,District 3,1001,General  ,2,Other Personnel Costs,16,Responsible Stewardship of City Resources,233,Survivor Benefits,521,52
Expenditures,1900,Board of Elections  ,899,Fair Conduct of Elections,1,Operation of Elections,1001,General  ,1,Salaries,16,Responsible Stewardship of City Resources,103,Permanent Part-time,53187,53
Expenditures,900,City Council  ,100,City Council,31,District 10,1001,General  ,2,Other Personnel Costs,16,Responsible Stewardship of City Resources,231,FICA - Medicare Only,3509,54
Expenditures,1900,Board of Elections  ,899,Fair Conduct of Elections,1,Operation of Elections,1001,General  ,2,Other Personnel Costs,16,Responsible Stewardship of City Resources,201,Social Security-City Share (Regular),3235,55
Expenditures,900,City Council  ,100,City Council,31,District 10,1001,General  ,2,Other Personnel Costs,16,Responsible Stewardship of City Resources,233,Survivor Benefits,469,56
Expenditures,1900,Board of Elections  ,899,Fair Conduct of Elections,1,Operation of Elections,1001,General  ,2,Other Personnel Costs,16,Responsible Stewardship of City Resources,231,FICA - Medicare Only,750,57
Expenditures,900,City Council  ,100,City Council,31,District 10,1001,General  ,2,Other Personnel Costs,16,Responsible Stewardship of City Resources,235,Dental,838,58
Expenditures,1900,Board of Elections  ,899,Fair Conduct of Elections,1,Operation of Elections,1001,General  ,2,Other Personnel Costs,16,Responsible Stewardship of City Resources,236,FICA - Temporary and Part-Time,71070,59
Expenditures,900,City Council  ,100,City Council,31,District 10,1001,General  ,3,Contractual Services,16,Responsible Stewardship of City Resources,301,Travel,1178,60
Expenditures,1900,Board of Elections  ,899,Fair Conduct of Elections,1,Operation of Elections,1001,General  ,3,Contractual Services,16,Responsible Stewardship of City Resources,301,Travel,8224,61
Expenditures,900,City Council  ,100,City Council,31,District 10,1001,General  ,3,Contractual Services,16,Responsible Stewardship of City Resources,305,Municipal Telephone Exchange,1277,62
Expenditures,1900,Board of Elections  ,899,Fair Conduct of Elections,1,Operation of Elections,1001,General  ,3,Contractual Services,16,Responsible Stewardship of City Resources,302,Local Mileage Reimbursement,7575,63
Expenditures,900,City Council  ,100,City Council,31,District 10,1001,General  ,3,Contractual Services,16,Responsible Stewardship of City Resources,310,Municipal Post Office,376,64
Expenditures,1900,Board of Elections  ,899,Fair Conduct of Elections,1,Operation of Elections,1001,General  ,3,Contractual Services,16,Responsible Stewardship of City Resources,304,Telephone and Telegraph,912,65
Expenditures,900,City Council  ,100,City Council,31,District 10,1001,General  ,3,Contractual Services,16,Responsible Stewardship of City Resources,313,Rental of Real Property,3081,66
Expenditures,1900,Board of Elections  ,899,Fair Conduct of Elections,1,Operation of Elections,1001,General  ,3,Contractual Services,16,Responsible Stewardship of City Resources,305,Municipal Telephone Exchange,6548,67
Expenditures,900,City Council  ,100,City Council,31,District 10,1001,General  ,3,Contractual Services,16,Responsible Stewardship of City Resources,325,Rental of Operating Equipment,569,68
Expenditures,1900,Board of Elections  ,899,Fair Conduct of Elections,1,Operation of Elections,1001,General  ,3,Contractual Services,16,Responsible Stewardship of City Resources,307,Printing,984,69
Expenditures,900,City Council  ,100,City Council,31,District 10,1001,General  ,3,Contractual Services,16,Responsible Stewardship of City Resources,326,Other Professional Services,2931,70
Expenditures,1900,Board of Elections  ,899,Fair Conduct of Elections,1,Operation of Elections,1001,General  ,3,Contractual Services,16,Responsible Stewardship of City Resources,308,Advertising,10000,71
Expenditures,900,City Council  ,100,City Council,31,District 10,1001,General  ,3,Contractual Services,16,Responsible Stewardship of City Resources,333,Expense Account,8114,72
Expenditures,1900,Board of Elections  ,899,Fair Conduct of Elections,1,Operation of Elections,1001,General  ,3,Contractual Services,16,Responsible Stewardship of City Resources,309,Postage,392000,73
Expenditures,900,City Council  ,100,City Council,31,District 10,1001,General  ,4,Materials and Supplies,16,Responsible Stewardship of City Resources,402,Office Supplies,1416,74
Expenditures,1900,Board of Elections  ,899,Fair Conduct of Elections,1,Operation of Elections,1001,General  ,3,Contractual Services,16,Responsible Stewardship of City Resources,310,Municipal Post Office,15000,75
Expenditures,900,City Council  ,100,City Council,31,District 10,1001,General  ,5,"Equipment - $4,999 or less",16,Responsible Stewardship of City Resources,512,MOIT Hardware Replacement,1571,76
Expenditures,900,City Council  ,100,City Council,31,District 10,1001,General  ,5,"Equipment - $4,999 or less",16,Responsible Stewardship of City Resources,513,MOIT Software Maintenance,1164,77
Expenditures,900,City Council  ,100,City Council,31,District 10,1001,General  ,7,"Grants, Subsidies and Contributions",16,Responsible Stewardship of City Resources,740,Workers' Comp - Direct,3525,78
Expenditures,900,City Council  ,100,City Council,32,District 11,1001,General  ,1,Salaries,16,Responsible Stewardship of City Resources,101,Permanent Full-time,237589,79
Expenditures,900,City Council  ,100,City Council,32,District 11,1001,General  ,1,Salaries,16,Responsible Stewardship of City Resources,104,Salary and Wage Differential,24989,80
Expenditures,900,City Council  ,100,City Council,32,District 11,1001,General  ,2,Other Personnel Costs,16,Responsible Stewardship of City Resources,201,Social Security-City Share (Regular),14153,81
Expenditures,900,City Council  ,100,City Council,32,District 11,1001,General  ,2,Other Personnel Costs,16,Responsible Stewardship of City Resources,202,Employees Retirement - City Share (Regular),26801,82
Expenditures,900,City Council  ,100,City Council,32,District 11,1001,General  ,2,Other Personnel Costs,16,Responsible Stewardship of City Resources,205,Medical and Hospital Insurance,6526,83
Expenditures,900,City Council  ,100,City Council,32,District 11,1001,General  ,2,Other Personnel Costs,16,Responsible Stewardship of City Resources,207,Health Maintenance Organizations,6492,84
Expenditures,900,City Council  ,100,City Council,32,District 11,1001,General  ,2,Other Personnel Costs,16,Responsible Stewardship of City Resources,212,Prescription Drugs (Classified),1611,85
Expenditures,900,City Council  ,100,City Council,32,District 11,1001,General  ,2,Other Personnel Costs,16,Responsible Stewardship of City Resources,213,Vision Care (CUB),94,86
Expenditures,900,City Council  ,100,City Council,32,District 11,1001,General  ,2,Other Personnel Costs,16,Responsible Stewardship of City Resources,231,FICA - Medicare Only,3478,87
Expenditures,900,City Council  ,100,City Council,32,District 11,1001,General  ,2,Other Personnel Costs,16,Responsible Stewardship of City Resources,233,Survivor Benefits,582,88
Expenditures,900,City Council  ,100,City Council,32,District 11,1001,General  ,2,Other Personnel Costs,16,Responsible Stewardship of City Resources,235,Dental,587,89
Expenditures,900,City Council  ,100,City Council,32,District 11,1001,General  ,3,Contractual Services,16,Responsible Stewardship of City Resources,301,Travel,745,90
Expenditures,900,City Council  ,100,City Council,32,District 11,1001,General  ,3,Contractual Services,16,Responsible Stewardship of City Resources,305,Municipal Telephone Exchange,1386,91
Expenditures,900,City Council  ,100,City Council,32,District 11,1001,General  ,3,Contractual Services,16,Responsible Stewardship of City Resources,310,Municipal Post Office,248,92
Expenditures,900,City Council  ,100,City Council,32,District 11,1001,General  ,3,Contractual Services,16,Responsible Stewardship of City Resources,313,Rental of Real Property,3019,93
Expenditures,900,City Council  ,100,City Council,32,District 11,1001,General  ,3,Contractual Services,16,Responsible Stewardship of City Resources,323,Subscriptions and Licenses,600,94
Expenditures,900,City Council  ,100,City Council,32,District 11,1001,General  ,3,Contractual Services,16,Responsible Stewardship of City Resources,325,Rental of Operating Equipment,3132,95
Expenditures,900,City Council  ,100,City Council,32,District 11,1001,General  ,3,Contractual Services,16,Responsible Stewardship of City Resources,326,Other Professional Services,1672,96
Expenditures,900,City Council  ,100,City Council,32,District 11,1001,General  ,3,Contractual Services,16,Responsible Stewardship of City Resources,333,Expense Account,809,97
Expenditures,900,City Council  ,100,City Council,32,District 11,1001,General  ,3,Contractual Services,16,Responsible Stewardship of City Resources,341,Rental of Outside Motor Equipment,6365,98
Expenditures,900,City Council  ,100,City Council,32,District 11,1001,General  ,4,Materials and Supplies,16,Responsible Stewardship of City Resources,402,Office Supplies,1015,99
Expenditures,900,City Council  ,100,City Council,32,District 11,1001,General  ,5,"Equipment - $4,999 or less",16,Responsible Stewardship of City Resources,512,MOIT Hardware Replacement,1651,100
Expenditures,900,City Council  ,100,City Council,32,District 11,1001,General  ,5,"Equipment - $4,999 or less",16,Responsible Stewardship of City Resources,513,MOIT Software Maintenance,1152,101
Expenditures,900,City Council  ,100,City Council,32,District 11,1001,General  ,7,"Grants, Subsidies and Contributions",16,Responsible Stewardship of City Resources,740,Workers' Comp - Direct,3525,102
Expenditures,900,City Council  ,100,City Council,33,District 12,1001,General  ,1,Salaries,16,Responsible Stewardship of City Resources,101,Permanent Full-time,235040,103
Expenditures,900,City Council  ,100,City Council,33,District 12,1001,General  ,1,Salaries,16,Responsible Stewardship of City Resources,104,Salary and Wage Differential,26247,104
Expenditures,900,City Council  ,100,City Council,33,District 12,1001,General  ,2,Other Personnel Costs,16,Responsible Stewardship of City Resources,201,Social Security-City Share (Regular),14139,105
Expenditures,900,City Council  ,100,City Council,33,District 12,1001,General  ,2,Other Personnel Costs,16,Responsible Stewardship of City Resources,202,Employees Retirement - City Share (Regular),26766,106
Expenditures,900,City Council  ,100,City Council,33,District 12,1001,General  ,2,Other Personnel Costs,16,Responsible Stewardship of City Resources,207,Health Maintenance Organizations,12488,107
Expenditures,900,City Council  ,100,City Council,33,District 12,1001,General  ,2,Other Personnel Costs,16,Responsible Stewardship of City Resources,212,Prescription Drugs (Classified),1614,108
Expenditures,900,City Council  ,100,City Council,33,District 12,1001,General  ,2,Other Personnel Costs,16,Responsible Stewardship of City Resources,213,Vision Care (CUB),93,109
Expenditures,900,City Council  ,100,City Council,33,District 12,1001,General  ,2,Other Personnel Costs,16,Responsible Stewardship of City Resources,231,FICA - Medicare Only,3306,110
Expenditures,900,City Council  ,100,City Council,33,District 12,1001,General  ,2,Other Personnel Costs,16,Responsible Stewardship of City Resources,233,Survivor Benefits,575,111
Expenditures,900,City Council  ,100,City Council,33,District 12,1001,General  ,2,Other Personnel Costs,16,Responsible Stewardship of City Resources,235,Dental,559,112
Expenditures,900,City Council  ,100,City Council,33,District 12,1001,General  ,3,Contractual Services,16,Responsible Stewardship of City Resources,301,Travel,737,113
Expenditures,900,City Council  ,100,City Council,1,President's Office,1001,General  ,1,Salaries,16,Responsible Stewardship of City Resources,110,Pending Personnel Actions,161877,114
Expenditures,1900,Board of Elections  ,899,Fair Conduct of Elections,1,Operation of Elections,1001,General  ,3,Contractual Services,16,Responsible Stewardship of City Resources,311,Rental of Business Machines,10100,115
Expenditures,900,City Council  ,100,City Council,1,President's Office,1001,General  ,1,Salaries,16,Responsible Stewardship of City Resources,199,Salary Savings,-145168,116
Expenditures,1900,Board of Elections  ,899,Fair Conduct of Elections,1,Operation of Elections,1001,General  ,3,Contractual Services,16,Responsible Stewardship of City Resources,313,Rental of Real Property,41200,117
Expenditures,900,City Council  ,100,City Council,1,President's Office,1001,General  ,2,Other Personnel Costs,16,Responsible Stewardship of City Resources,201,Social Security-City Share (Regular),131823,118
Expenditures,1900,Board of Elections  ,899,Fair Conduct of Elections,1,Operation of Elections,1001,General  ,3,Contractual Services,16,Responsible Stewardship of City Resources,315,Gas - Electric - Steam,30300,119
Expenditures,900,City Council  ,100,City Council,1,President's Office,1001,General  ,2,Other Personnel Costs,16,Responsible Stewardship of City Resources,202,Employees Retirement - City Share (Regular),328730,120
Expenditures,1900,Board of Elections  ,899,Fair Conduct of Elections,1,Operation of Elections,1001,General  ,3,Contractual Services,16,Responsible Stewardship of City Resources,316,Maintenance and Repair of Real Property,5050,121
Expenditures,900,City Council  ,100,City Council,1,President's Office,1001,General  ,2,Other Personnel Costs,16,Responsible Stewardship of City Resources,205,Medical and Hospital Insurance,135727,122
Expenditures,1900,Board of Elections  ,899,Fair Conduct of Elections,1,Operation of Elections,1001,General  ,3,Contractual Services,16,Responsible Stewardship of City Resources,322,Dues,582,123
Expenditures,900,City Council  ,100,City Council,1,President's Office,1001,General  ,2,Other Personnel Costs,16,Responsible Stewardship of City Resources,207,Health Maintenance Organizations,78954,124
Expenditures,900,City Council  ,100,City Council,1,President's Office,1001,General  ,2,Other Personnel Costs,16,Responsible Stewardship of City Resources,210,Medical Waiver,1576,125
Expenditures,900,City Council  ,100,City Council,1,President's Office,1001,General  ,2,Other Personnel Costs,16,Responsible Stewardship of City Resources,212,Prescription Drugs (Classified),28608,126
Expenditures,900,City Council  ,100,City Council,1,President's Office,1001,General  ,2,Other Personnel Costs,16,Responsible Stewardship of City Resources,213,Vision Care (CUB),821,127
Expenditures,900,City Council  ,100,City Council,1,President's Office,1001,General  ,2,Other Personnel Costs,16,Responsible Stewardship of City Resources,231,FICA - Medicare Only,30730,128
Expenditures,900,City Council  ,100,City Council,1,President's Office,1001,General  ,2,Other Personnel Costs,16,Responsible Stewardship of City Resources,233,Survivor Benefits,5175,129
Expenditures,900,City Council  ,100,City Council,1,President's Office,1001,General  ,2,Other Personnel Costs,16,Responsible Stewardship of City Resources,235,Dental,5027,130
Expenditures,900,City Council  ,100,City Council,1,President's Office,1001,General  ,2,Other Personnel Costs,16,Responsible Stewardship of City Resources,236,FICA - Temporary and Part-Time,5402,131
Expenditures,900,City Council  ,100,City Council,1,President's Office,1001,General  ,2,Other Personnel Costs,16,Responsible Stewardship of City Resources,241,Deferred Compensation Administration,1127,132
Expenditures,900,City Council  ,100,City Council,1,President's Office,1001,General  ,3,Contractual Services,16,Responsible Stewardship of City Resources,301,Travel,8930,133
Expenditures,900,City Council  ,100,City Council,1,President's Office,1001,General  ,3,Contractual Services,16,Responsible Stewardship of City Resources,302,Local Mileage Reimbursement,4097,134
Expenditures,900,City Council  ,100,City Council,1,President's Office,1001,General  ,3,Contractual Services,16,Responsible Stewardship of City Resources,303,Local Expense Reimbursement,502,135
Expenditures,900,City Council  ,100,City Council,1,President's Office,1001,General  ,3,Contractual Services,16,Responsible Stewardship of City Resources,305,Municipal Telephone Exchange,32897,136
Expenditures,900,City Council  ,100,City Council,1,President's Office,1001,General  ,3,Contractual Services,16,Responsible Stewardship of City Resources,307,Printing,14850,137
Expenditures,900,City Council  ,100,City Council,1,President's Office,1001,General  ,3,Contractual Services,16,Responsible Stewardship of City Resources,310,Municipal Post Office,10140,138
Expenditures,900,City Council  ,100,City Council,1,President's Office,1001,General  ,3,Contractual Services,16,Responsible Stewardship of City Resources,311,Rental of Business Machines,35843,139
Expenditures,900,City Council  ,100,City Council,1,President's Office,1001,General  ,3,Contractual Services,16,Responsible Stewardship of City Resources,313,Rental of Real Property,58951,140
Expenditures,900,City Council  ,100,City Council,1,President's Office,1001,General  ,3,Contractual Services,16,Responsible Stewardship of City Resources,320,In-service Training,7311,141
Expenditures,900,City Council  ,100,City Council,1,President's Office,1001,General  ,3,Contractual Services,16,Responsible Stewardship of City Resources,322,Dues,1014,142
Expenditures,900,City Council  ,100,City Council,1,President's Office,1001,General  ,3,Contractual Services,16,Responsible Stewardship of City Resources,323,Subscriptions and Licenses,2069,143
Expenditures,900,City Council  ,100,City Council,1,President's Office,1001,General  ,3,Contractual Services,16,Responsible Stewardship of City Resources,325,Rental of Operating Equipment,15209,144
Expenditures,900,City Council  ,100,City Council,1,President's Office,1001,General  ,3,Contractual Services,16,Responsible Stewardship of City Resources,326,Other Professional Services,118572,145
Expenditures,900,City Council  ,100,City Council,1,President's Office,1001,General  ,3,Contractual Services,16,Responsible Stewardship of City Resources,331,Rental of City Motor Equipment,6390,146
Expenditures,900,City Council  ,100,City Council,1,President's Office,1001,General  ,3,Contractual Services,16,Responsible Stewardship of City Resources,333,Expense Account,10240,147
Expenditures,900,City Council  ,100,City Council,1,President's Office,1001,General  ,3,Contractual Services,16,Responsible Stewardship of City Resources,335,Maintenance and Repair of Equipment - Vehicle,17238,148
Expenditures,900,City Council  ,100,City Council,1,President's Office,1001,General  ,3,Contractual Services,16,Responsible Stewardship of City Resources,355,Photo ID Cards,250,149
Expenditures,900,City Council  ,100,City Council,1,President's Office,1001,General  ,3,Contractual Services,16,Responsible Stewardship of City Resources,396,Rental of Real Property - DGS,360317,150
Expenditures,900,City Council  ,100,City Council,1,President's Office,1001,General  ,4,Materials and Supplies,16,Responsible Stewardship of City Resources,401,Motor Vehicle Fuels and Lubricants,4346,151
Expenditures,900,City Council  ,100,City Council,1,President's Office,1001,General  ,4,Materials and Supplies,16,Responsible Stewardship of City Resources,402,Office Supplies,28897,152
Expenditures,900,City Council  ,100,City Council,1,President's Office,1001,General  ,4,Materials and Supplies,16,Responsible Stewardship of City Resources,403,Clothing and Footwear,2611,153
Expenditures,900,City Council  ,100,City Council,1,President's Office,1001,General  ,4,Materials and Supplies,16,Responsible Stewardship of City Resources,405,Photographic and Photostatic,2535,154
Expenditures,900,City Council  ,100,City Council,1,President's Office,1001,General  ,4,Materials and Supplies,16,Responsible Stewardship of City Resources,414,Food for Human Consumption,18434,155
Expenditures,900,City Council  ,100,City Council,1,President's Office,1001,General  ,5,"Equipment - $4,999 or less",16,Responsible Stewardship of City Resources,501,Office Furniture and Equipment,14905,156
Expenditures,900,City Council  ,100,City Council,1,President's Office,1001,General  ,5,"Equipment - $4,999 or less",16,Responsible Stewardship of City Resources,503,Data - Word Processing Equipment,8031,157
Expenditures,900,City Council  ,100,City Council,1,President's Office,1001,General  ,5,"Equipment - $4,999 or less",16,Responsible Stewardship of City Resources,508,Computer Software,15513,158
Expenditures,900,City Council  ,100,City Council,1,President's Office,1001,General  ,5,"Equipment - $4,999 or less",16,Responsible Stewardship of City Resources,512,MOIT Hardware Replacement,10312,159
Expenditures,900,City Council  ,100,City Council,1,President's Office,1001,General  ,5,"Equipment - $4,999 or less",16,Responsible Stewardship of City Resources,513,MOIT Software Maintenance,7642,160
Expenditures,900,City Council  ,100,City Council,1,President's Office,1001,General  ,7,"Grants, Subsidies and Contributions",16,Responsible Stewardship of City Resources,740,Workers' Comp - Direct,21790,161
Expenditures,900,City Council  ,100,City Council,22,District 1,1001,General  ,1,Salaries,16,Responsible Stewardship of City Resources,101,Permanent Full-time,182560,162
Expenditures,900,City Council  ,100,City Council,22,District 1,1001,General  ,1,Salaries,16,Responsible Stewardship of City Resources,102,Temporary,66851,163
Expenditures,900,City Council  ,100,City Council,22,District 1,1001,General  ,1,Salaries,16,Responsible Stewardship of City Resources,104,Salary and Wage Differential,7445,164
Expenditures,900,City Council  ,100,City Council,22,District 1,1001,General  ,2,Other Personnel Costs,16,Responsible Stewardship of City Resources,201,Social Security-City Share (Regular),11318,165
Expenditures,900,City Council  ,100,City Council,22,District 1,1001,General  ,2,Other Personnel Costs,16,Responsible Stewardship of City Resources,202,Employees Retirement - City Share (Regular),17531,166
Expenditures,900,City Council  ,100,City Council,22,District 1,1001,General  ,2,Other Personnel Costs,16,Responsible Stewardship of City Resources,205,Medical and Hospital Insurance,6592,167
Expenditures,900,City Council  ,100,City Council,22,District 1,1001,General  ,2,Other Personnel Costs,16,Responsible Stewardship of City Resources,207,Health Maintenance Organizations,19086,168
Expenditures,1900,Board of Elections  ,899,Fair Conduct of Elections,1,Operation of Elections,1001,General  ,3,Contractual Services,16,Responsible Stewardship of City Resources,323,Subscriptions and Licenses,554,169
Expenditures,1900,Board of Elections  ,899,Fair Conduct of Elections,1,Operation of Elections,1001,General  ,3,Contractual Services,16,Responsible Stewardship of City Resources,325,Rental of Operating Equipment,49000,170
Expenditures,1900,Board of Elections  ,899,Fair Conduct of Elections,1,Operation of Elections,1001,General  ,3,Contractual Services,16,Responsible Stewardship of City Resources,326,Other Professional Services,51000,171
Expenditures,1900,Board of Elections  ,899,Fair Conduct of Elections,1,Operation of Elections,1001,General  ,3,Contractual Services,16,Responsible Stewardship of City Resources,329,Preparation of Voting Machines (Elections),681750,172
